Key	MapManNumber	Description
AT5G17050.1	GMM:16.8.4.3	secondary metabolism.flavonoids.flavonols.flavonol-3-O-rhamnosyltransferase
AT5G17240.1	GMM:27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family
AT5G17310.2	GMM:4.1.1	glycolysis.cytosolic branch.UGPase
AT5G17320.1	GMM:27.3.22	RNA.regulation of transcription.homeobox transcription factor family (HB)
AT5G17380.1	GMM:5.2	fermentation.PDC
AT5G17460.1	GMM:35.2	not assigned.unknown
AT5G17500.1	GMM:26.3.5	"misc.gluco-, galacto- and mannosidases.glycosyl hydrolase family 5"
AT5G17710.1	GMM:29.6	protein.folding
AT5G17720.1	GMM:28.1	DNA.synthesis/chromatin structure
AT5G17770.1	GMM:21.99	redox.misc
AT5G17880.1	GMM:20.1	stress.biotic
AT5G17910.1	GMM:35.2	not assigned.unknown
AT5G17920.1	GMM:13.1.3.4	amino acid metabolism.synthesis.aspartate family.methionine
AT5G17960.1	GMM:35.1.26	not assigned.no ontology.DC1 domain containing protein
AT5G17990.1	GMM:13.1.6.5.2	amino acid metabolism.synthesis.aromatic aa.tryptophan.anthranilate phosphoribosyltransferase
AT5G18070.1	GMM:10.1	cell wall.precursor synthesis
AT5G18120.1	GMM:21.1	redox.thioredoxin
AT5G18170.1	GMM:12.3.1	N-metabolism.N-degradation.glutamate dehydrogenase
AT5G18180.1	GMM:29.2.2.3.1	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.snoRNPs
AT5G18380.1	GMM:29.2.1.2.1.16	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S16
AT5G18570.1	GMM:30.5	signalling.G-proteins
AT5G18590.1		
AT5G18720.1	GMM:35.2	not assigned.unknown
AT5G18830.1	GMM:33.3	development.squamosa promoter binding like (SPL)
AT5G18980.1	GMM:35.2	not assigned.unknown
AT5G19220.1	GMM:2.1.2.1	major CHO metabolism.synthesis.starch.AGPase
AT5G19370.1	GMM:26.23	misc.rhodanese
AT5G19440.1	GMM:26.11.1	misc.alcohol dehydrogenases.cinnamyl alcohol dehydrogenase
AT5G19510.1	GMM:29.2.4	protein.synthesis.elongation
AT5G19550.1	GMM:13.1.1.2.1	amino acid metabolism.synthesis.central amino acid metabolism.aspartate.aspartate aminotransferase
AT5G19560.1	GMM:30.5	signalling.G-proteins
AT5G19680.1	GMM:29.4	protein.postranslational modification
AT5G19760.1	GMM:34.9	transport.metabolite transporters at the mitochondrial membrane
AT5G19770.1	GMM:31.1	cell.organisation
AT5G19940.1	GMM:31.1	cell.organisation
AT5G19990.1	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
AT5G20000.1	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
AT5G20010.1	GMM:30.5	signalling.G-proteins
AT5G20080.1	GMM:21.99	redox.misc
AT5G20160.2	GMM:29.2.1.2.2.57	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L7A
AT5G20220.1	GMM:27.3.11	RNA.regulation of transcription.C2H2 zinc finger family
AT5G20260.1	GMM:10.3	cell wall.hemicellulose synthesis
AT5G20280.1	GMM:2.1.1.1	major CHO metabolism.synthesis.sucrose.SPS
AT5G20290.1	GMM:29.2.1.2.1.8	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S8
AT5G20310.1		
AT5G20370.1		
AT5G20410.1	GMM:11.10.1	lipid metabolism.glycolipid synthesis.MGDG synthase
AT5G20600.1		
AT5G20630.1	GMM:20.2.99	stress.abiotic.unspecified
AT5G20640.1		
AT5G20720.1	GMM:29.6	protein.folding
AT5G20830.1	GMM:2.2.1.5	major CHO metabolism.degradation.sucrose.Susy
AT5G20890.1	GMM:29.6	protein.folding
AT5G20900.1		
AT5G20920.1	GMM:29.2.3	protein.synthesis.initiation
AT5G20930.1	GMM:29.4	protein.postranslational modification
AT5G20950.1	GMM:10.6.1	"cell wall.degradation.cellulases and beta-1,4-glucanases"
AT5G20960.1	GMM:26.1	misc.misc2
AT5G21930.1	GMM:34.12	transport.metal
AT5G21970.1	GMM:35.2	not assigned.unknown
AT5G22000.1	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING
AT5G22010.1	GMM:28.1	DNA.synthesis/chromatin structure
AT5G22060.1	GMM:20.2.1	stress.abiotic.heat
AT5G22220.2	GMM:27.3.18	RNA.regulation of transcription.E2F/DP transcription factor family
AT5G22320.1		
AT5G22350.1		
AT5G22440.1	GMM:29.2.1.2.2.510	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L10A
AT5G22650.1	GMM:27.3.55	RNA.regulation of transcription.HDA
AT5G23060.1	GMM:35.2	not assigned.unknown
AT5G23120.1	GMM:29.8;GMM:1.1.1.3	protein.assembly and cofactor ligation;PS.lightreaction.photosystem II.biogenesis
AT5G23140.1	GMM:29.5.5	protein.degradation.serine protease
AT5G23180.1		
AT5G23430.1	GMM:35.1	not assigned.no ontology
AT5G23720.1	GMM:29.4	protein.postranslational modification
AT5G23820.1		
AT5G23860.1	GMM:31.1	cell.organisation
AT5G23900.1	GMM:29.2.1.2.2.13	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L13
AT5G23910.1	GMM:31.1	cell.organisation
AT5G23930.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT5G23940.1		
AT5G23950.1	GMM:20.2.2	stress.abiotic.cold
AT5G24080.1	GMM:30.2.24	signalling.receptor kinases.S-locus glycoprotein like
AT5G24165.1	GMM:35.2	not assigned.unknown
AT5G24210.1	GMM:11.9.2.1	lipid metabolism.lipid degradation.lipases.triacylglycerol lipase
AT5G24350.1	GMM:35.1	not assigned.no ontology
AT5G24400.1	GMM:7.1.2	OPP.oxidative PP.6-phosphogluconolactonase
AT5G24490.1	GMM:29.2.1.1.1.1.530	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S30A
AT5G24550.1	GMM:26.3	"misc.gluco-, galacto- and mannosidases"
AT5G24690.1		
AT5G24710.1		
AT5G24740.1	GMM:35.2	not assigned.unknown
AT5G24830.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT5G25130.1	GMM:26.10	misc.cytochrome P450
AT5G25210.1	GMM:35.2	not assigned.unknown
AT5G25460.1		
AT5G25630.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT5G25754.1		
AT5G25770.1		
AT5G25780.1	GMM:29.2.3	protein.synthesis.initiation
AT5G25980.1	GMM:17.2.1;GMM:16.5.1.3.1.1	hormone metabolism.auxin.synthesis-degradation;secondary metabolism.sulfur-containing.glucosinolates.degradation.myrosinase.TGG
AT5G25980.2	GMM:17.2.1;GMM:16.5.1.3.1.1	hormone metabolism.auxin.synthesis-degradation;secondary metabolism.sulfur-containing.glucosinolates.degradation.myrosinase.TGG
AT5G26000.1	GMM:26.16;GMM:16.5.1.3.1.1	misc.myrosinases-lectin-jacalin;secondary metabolism.sulfur-containing.glucosinolates.degradation.myrosinase.TGG
AT5G26300.1		
AT5G26360.1	GMM:29.6	protein.folding
AT5G26630.1	GMM:27.3.24	RNA.regulation of transcription.MADS box transcription factor family
AT5G26667.1	GMM:23.4.3	nucleotide metabolism.phosphotransfer and pyrophosphatases.uridylate kinase
AT5G26710.1	GMM:29.1.17	protein.aa activation.glutamate-tRNA ligase
AT5G26730.1		
AT5G26742.1	GMM:27.1.2	RNA.processing.RNA helicase
AT5G26742.2	GMM:27.1.2	RNA.processing.RNA helicase
AT5G26820.1	GMM:34.12	transport.metal
AT5G26830.1	GMM:29.1.3	protein.aa activation.threonine-tRNA ligase
AT5G27020.1		
AT5G27220.1	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified
AT5G27310.1	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator
AT5G27410.1	GMM:26.26.1	misc.aminotransferases.aminotransferase class IV family protein
AT5G27460.1	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator
AT5G27470.1	GMM:29.1.11	protein.aa activation.serine-tRNA ligase
AT5G27510.1	GMM:30.6	signalling.MAP kinases
AT5G27620.1	GMM:31.3	cell.cycle
AT5G27640.1	GMM:29.2.3	protein.synthesis.initiation
AT5G27770.1	GMM:29.2.1.2.2.22	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L22
AT5G27950.1	GMM:31.1	cell.organisation
AT5G28060.1	GMM:29.2.1.2.1.24	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S24
AT5G28190.1		
AT5G28410.1	GMM:26.17	misc.dynamin
AT5G28500.1		
AT5G28540.1	GMM:20.2.1	stress.abiotic.heat
AT5G28620.1	GMM:29.4	protein.postranslational modification
AT5G28810.1		
AT5G28830.1	GMM:30.3	signalling.calcium
AT5G28840.1	GMM:21.2.1.1	redox.ascorbate and glutathione.ascorbate.GME
AT5G30510.1	GMM:29.2.1.1.3.1.1	protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.30S subunit.S1
AT5G32590.1	GMM:31.1	cell.organisation
AT5G34850.1	GMM:26.13	misc.acid and other phosphatases
AT5G35170.1	GMM:23.4.1	nucleotide metabolism.phosphotransfer and pyrophosphatases.adenylate kinase
AT5G35180.1	GMM:35.2	not assigned.unknown
AT5G35200.1	GMM:35.1.21	not assigned.no ontology.epsin N-terminal homology (ENTH) domain-containing protein
AT5G35360.1	GMM:11.1.1.2.4	lipid metabolism.FA synthesis and FA elongation.acetyl CoA carboxylation.heteromeric complex.biotin carboxylase
AT5G35390.1	GMM:30.2.3	signalling.receptor kinases.leucine rich repeat III
AT5G35590.1	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
AT5G35630.1	GMM:12.2.2	N-metabolism.ammonia metabolism.glutamine synthetase
AT5G35715.1	GMM:26.10	misc.cytochrome P450
AT5G35730.1	GMM:34.7	transport.phosphate
AT5G35753.1		
AT5G35900.1	GMM:27.3.37	RNA.regulation of transcription.lateral organ boundaries gene family (AS2)
AT5G35940.1	GMM:26.16	misc.myrosinases-lectin-jacalin
AT5G36000.1		
AT5G36700.1	GMM:1.2.1	PS.photorespiration.phosphoglycolate phosphatase
AT5G36710.1	GMM:35.2	not assigned.unknown
AT5G36880.2	GMM:11.1.8	lipid metabolism.FA synthesis and FA elongation.acyl CoA ligase
AT5G37010.1		
AT5G37430.1		
AT5G37510.1	GMM:9.1.2	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).localisation not clear
AT5G37530.1		
AT5G37590.1	GMM:31.1	cell.organisation
AT5G37760.1	GMM:20.2.1	stress.abiotic.heat
AT5G37770.1	GMM:30.3	signalling.calcium
AT5G37790.1	GMM:29.4.1.56	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VI
AT5G37830.1	GMM:21.2.2	redox.ascorbate and glutathione.glutathione
AT5G38344.1	GMM:35.1.6	not assigned.no ontology.Toll-interleukin-resistance (TIR) domain-containing protein
AT5G38410.1	GMM:1.3.2	PS.calvin cycle.rubisco small subunit
AT5G38420.1	GMM:1.3.2	PS.calvin cycle.rubisco small subunit
AT5G38430.1	GMM:1.3.2	PS.calvin cycle.rubisco small subunit
AT5G38470.1	GMM:28.2	DNA.repair
AT5G38480.1	GMM:30.7	signalling.14-3-3 proteins
AT5G38800.1	GMM:27.3.35	RNA.regulation of transcription.bZIP transcription factor family
AT5G38970.2	GMM:17.3.1.1.4	hormone metabolism.brassinosteroid.synthesis-degradation.BRs.BR6OX
AT5G39130.1	GMM:20.2.99	stress.abiotic.unspecified
AT5G39210.1		
AT5G39380.1	GMM:30.3	signalling.calcium
AT5G39460.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX
AT5G39493.1		
AT5G39570.1	GMM:35.2	not assigned.unknown
AT5G39650.1		
AT5G39730.1	GMM:20.1	stress.biotic
AT5G39740.1	GMM:29.2.1.2.2.5	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L5
AT5G39930.1	GMM:27.1.3.14	RNA.processing.3' end processing.Clp1
AT5G39960.1	GMM:30.5	signalling.G-proteins
AT5G40120.1	GMM:27.3.24	RNA.regulation of transcription.MADS box transcription factor family
AT5G40140.1	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING
AT5G40450.1	GMM:35.2	not assigned.unknown
AT5G40550.1	GMM:35.2	not assigned.unknown
AT5G40650.1	GMM:8.1.7	TCA / organic transformation.TCA.succinate dehydrogenase
AT5G40840.3	GMM:28.1	DNA.synthesis/chromatin structure
AT5G40940.1		
AT5G40950.1	GMM:29.2.1.1.1.2.27	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L27
AT5G41090.1	GMM:33.99	development.unspecified
AT5G41130.1	GMM:35.1	not assigned.no ontology
AT5G41140.1		
AT5G41200.1	GMM:27.3.24	RNA.regulation of transcription.MADS box transcription factor family
AT5G41520.1	GMM:29.2.1.2.1.10	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S10
AT5G41670.1	GMM:7.1.3	OPP.oxidative PP.6-phosphogluconate dehydrogenase
AT5G41700.1	GMM:29.5.11.3	protein.degradation.ubiquitin.E2
AT5G41730.1	GMM:35.2	not assigned.unknown
AT5G41740.1	GMM:20.1.7	stress.biotic.PR-proteins
AT5G41750.1	GMM:20.1.7	stress.biotic.PR-proteins
AT5G41780.1	GMM:31.1.1.3;GMM:31.1	cell.organisation.cytoskeleton.Myosin;cell.organisation
AT5G41790.1	GMM:33.99;GMM:30.11.1	development.unspecified;signalling.light.COP9 signalosome
AT5G41820.1	GMM:16.1.1	secondary metabolism.isoprenoids.non-mevalonate pathway
AT5G41850.1		
AT5G41900.1		
AT5G42020.1	GMM:20.2.1	stress.abiotic.heat
AT5G42030.1	GMM:35.2	not assigned.unknown
AT5G42270.1	GMM:29.5.7	protein.degradation.metalloprotease
AT5G42310.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT5G42380.1	GMM:30.3	signalling.calcium
AT5G42390.1	GMM:29.5	protein.degradation
AT5G42400.1	GMM:27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family
AT5G42570.1		
AT5G42650.1	GMM:17.7.1.3	hormone metabolism.jasmonate.synthesis-degradation.allene oxidase synthase
AT5G42670.1	GMM:35.1.2	not assigned.no ontology.agenet domain-containing protein
AT5G42700.1	GMM:27.3.9	RNA.regulation of transcription.C2C2(Zn) GATA transcription factor family
AT5G42860.1		
AT5G42880.1		
AT5G42920.2		
AT5G42970.1	GMM:30.11.1	signalling.light.COP9 signalosome
AT5G42980.1	GMM:21.1	redox.thioredoxin
AT5G43020.1	GMM:30.2.3	signalling.receptor kinases.leucine rich repeat III
AT5G43120.1	GMM:35.1.27	not assigned.no ontology.tetratricopeptide repeat (TPR)
AT5G43160.1	GMM:35.2	not assigned.unknown
AT5G43910.1	GMM:3.5	minor CHO metabolism.others
AT5G43940.1	GMM:26.11	misc.alcohol dehydrogenases
AT5G44130.1	GMM:10.5.1.1	cell wall.cell wall proteins.AGPs.AGP
AT5G44180.1	GMM:27.3.22	RNA.regulation of transcription.homeobox transcription factor family (HB)
AT5G44340.1	GMM:31.1	cell.organisation
AT5G44700.1	GMM:30.2.11	signalling.receptor kinases.leucine rich repeat XI
AT5G44720.1	GMM:18.1	Co-factor and vitamine metabolism.molybdenum cofactor
AT5G45060.1	GMM:20.1.7	stress.biotic.PR-proteins
AT5G45080.1	GMM:20.1.2	stress.biotic.receptors
AT5G45140.1	GMM:27.2	RNA.transcription
AT5G45360.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX
AT5G45390.1	GMM:29.5.5	protein.degradation.serine protease
AT5G45470.1		
AT5G45480.1		
AT5G45620.1	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
AT5G45680.1	GMM:29.8	protein.assembly and cofactor ligation
AT5G45930.1	GMM:19.10	tetrapyrrole synthesis.magnesium chelatase
AT5G46110.1	GMM:34.8;GMM:2.2.2.6	transport.metabolite transporters at the envelope membrane;major CHO metabolism.degradation.starch.transporter
AT5G46160.1	GMM:29.2.1.1.3.2.14	protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L14
AT5G46250.1	GMM:27.4	RNA.RNA binding
AT5G46290.1	GMM:11.1.3	lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase
AT5G46300.1		
AT5G46320.1	GMM:27.3.24	RNA.regulation of transcription.MADS box transcription factor family
AT5G46460.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT5G46750.1	GMM:33.99	development.unspecified
AT5G46800.1	GMM:34.9	transport.metabolite transporters at the mitochondrial membrane
AT5G46840.1	GMM:27.4	RNA.RNA binding
AT5G47030.1	GMM:9.9	mitochondrial electron transport / ATP synthesis.F1-ATPase
AT5G47070.1	GMM:29.4.1.57	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII
AT5G47160.1	GMM:35.1	not assigned.no ontology
AT5G47190.1	GMM:29.2.1.1.1.2.19	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L19
AT5G47210.1	GMM:27.4	RNA.RNA binding
AT5G47260.1	GMM:20.1	stress.biotic
AT5G47690.1	GMM:35.2	not assigned.unknown
AT5G47790.1	GMM:27.3.48	RNA.regulation of transcription.FHA transcription factor
AT5G47840.1	GMM:23.4.1	nucleotide metabolism.phosphotransfer and pyrophosphatases.adenylate kinase
AT5G48130.1	GMM:30.11	signalling.light
AT5G48300.1	GMM:2.1.2.1	major CHO metabolism.synthesis.starch.AGPase
AT5G48380.1	GMM:30.2.10	signalling.receptor kinases.leucine rich repeat X
AT5G48400.2	GMM:30.1	signalling.in sugar and nutrient physiology
AT5G48480.1		
AT5G48610.1	GMM:35.2	not assigned.unknown
AT5G48850.1	GMM:33.99	development.unspecified
AT5G49030.1	GMM:29.1.5	protein.aa activation.isoleucine-tRNA ligase
AT5G49040.1	GMM:20.1.7	stress.biotic.PR-proteins
AT5G49360.1	GMM:10.6.2	cell wall.degradation.mannan-xylose-arabinose-fucose
AT5G49580.1	GMM:20.2.1	stress.abiotic.heat
AT5G49620.1	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family
AT5G49770.1	GMM:30.2.8.1	signalling.receptor kinases.leucine rich repeat VIII.type 1
AT5G49870.1	GMM:26.16	misc.myrosinases-lectin-jacalin
AT5G49910.1	GMM:20.2.1	stress.abiotic.heat
AT5G50100.1		
AT5G50170.1	GMM:35.1.19	not assigned.no ontology.C2 domain-containing protein
AT5G50190.1		
AT5G50250.1	GMM:27.4	RNA.RNA binding
AT5G50280.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT5G50330.2	GMM:35.1.1	not assigned.no ontology.ABC1 family protein
AT5G50370.1	GMM:23.4.1	nucleotide metabolism.phosphotransfer and pyrophosphatases.adenylate kinase
AT5G50830.1		
AT5G50850.1	GMM:8.1.1.1	TCA / organic transformation.TCA.pyruvate DH.E1
AT5G50890.1		
AT5G50920.1	GMM:29.5.5	protein.degradation.serine protease
AT5G51070.1	GMM:29.5.5	protein.degradation.serine protease
AT5G51100.1	GMM:21.6	redox.dismutases and catalases
AT5G51110.1		
AT5G51200.1	GMM:35.2	not assigned.unknown
AT5G51270.1	GMM:29.4.1.59	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase IX
AT5G51500.1	GMM:10.8.99	cell wall.pectinesterases.misc
AT5G51660.1	GMM:27.1.3.2	RNA.processing.3' end processing.CPSF160
AT5G51820.1	GMM:4.2.2	glycolysis.plastid branch.phosphoglucomutase (PGM)
AT5G51970.1	GMM:3.3	minor CHO metabolism.sugar alcohols
AT5G52060.1	GMM:20.2	stress.abiotic
AT5G52290.1		
AT5G52310.1	GMM:20.2.2	stress.abiotic.cold
AT5G52470.1	GMM:29.2.2.3.3;GMM:27.1	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.methylotransferases;RNA.processing
AT5G52530.1		
AT5G52560.1	GMM:10.1.1.20	cell wall.precursor synthesis.NDP sugar pyrophosphorylase.multiple NDP-Sugars
AT5G52640.1	GMM:20.2.1	stress.abiotic.heat
AT5G52650.1	GMM:29.2.1.2.1.10	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S10
AT5G52840.1	GMM:9.1.2	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).localisation not clear
AT5G52920.1	GMM:4.2.14;GMM:11.1.30	glycolysis.plastid branch.pyruvate kinase (PK);lipid metabolism.FA synthesis and FA elongation.pyruvate kinase
AT5G53000.1	GMM:29.4	protein.postranslational modification
AT5G53120.1	GMM:22.1.7	polyamine metabolism.synthesis.spermine synthase
AT5G53170.1	GMM:29.5.7	protein.degradation.metalloprotease
AT5G53230.1		
AT5G53390.1		
AT5G53400.1	GMM:31.1	cell.organisation
AT5G53430.1	GMM:27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family
AT5G53440.1	GMM:35.2	not assigned.unknown
AT5G53460.1	GMM:12.2.1.2	N-metabolism.ammonia metabolism.glutamate synthase.NADH dependent
AT5G53480.1	GMM:29.3.1	protein.targeting.nucleus
AT5G53490.1	GMM:35.1	not assigned.no ontology
AT5G53560.1	GMM:21.99	redox.misc
AT5G53890.1	GMM:30.2.10	signalling.receptor kinases.leucine rich repeat X
AT5G53905.1		
AT5G54100.1		
AT5G54160.1	GMM:16.2.1.9	secondary metabolism.phenylpropanoids.lignin biosynthesis.COMT
AT5G54200.1	GMM:33.99	development.unspecified
AT5G54250.1	GMM:34.22	transport.cyclic nucleotide or calcium regulated channels
AT5G54270.1	GMM:1.1.1.1	PS.lightreaction.photosystem II.LHC-II
AT5G54280.1	GMM:31.1	cell.organisation
AT5G54400.1		
AT5G54500.1	GMM:11.8	"lipid metabolism.exotics (steroids, squalene etc)"
AT5G54510.1	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated
AT5G54580.1	GMM:27.4	RNA.RNA binding
AT5G54600.1	GMM:29.2.1.1.1.2.24	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L24
AT5G54620.1	GMM:31.1	cell.organisation
AT5G54690.1	GMM:10.3.2	cell wall.hemicellulose synthesis.glucuronoxylan
AT5G54770.1	GMM:18.2	Co-factor and vitamine metabolism.thiamine
AT5G54810.1	GMM:13.1.6.5.5	amino acid metabolism.synthesis.aromatic aa.tryptophan.tryptophan synthase
AT5G54900.1	GMM:27.1	RNA.processing
AT5G54920.1		
AT5G55050.1	GMM:26.28	misc.GDSL-motif lipase
AT5G55070.1	GMM:8.1.5	TCA / organic transformation.TCA.2-oxoglutarate dehydrogenase
AT5G55160.1	GMM:29.5.11.1	protein.degradation.ubiquitin.ubiquitin
AT5G55220.1	GMM:29.6	protein.folding
AT5G55400.1	GMM:31.1	cell.organisation
AT5G55520.2	GMM:31.1	cell.organisation
AT5G55580.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT5G55730.1	GMM:10.5.1.1	cell wall.cell wall proteins.AGPs.AGP
AT5G55780.1	GMM:35.1.26	not assigned.no ontology.DC1 domain containing protein
AT5G55950.1	GMM:35.1	not assigned.no ontology
AT5G56000.1	GMM:20.2.1	stress.abiotic.heat
AT5G56010.1	GMM:20.2.1	stress.abiotic.heat
AT5G56030.1	GMM:20.2.1	stress.abiotic.heat
AT5G56080.1	GMM:15.2	"metal handling.binding, chelation and storage"
AT5G56090.1	GMM:29.1	protein.aa activation
AT5G56280.1	GMM:33.99;GMM:30.11.1	development.unspecified;signalling.light.COP9 signalosome
AT5G56330.1	GMM:8.3	TCA / organic transformation.carbonic anhydrases
AT5G56390.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX
AT5G56600.1	GMM:31.1	cell.organisation
AT5G56630.1	GMM:4.3.4	glycolysis.unclear/dually targeted.phosphofructokinase (PFK)
AT5G56680.1	GMM:29.1.22	protein.aa activation.asparagine-tRNA ligase
AT5G56790.1	GMM:30.2.22	signalling.receptor kinases.proline extensin like
AT5G57090.1	GMM:17.2.2	hormone metabolism.auxin.signal transduction
AT5G57190.1	GMM:11.3.8	lipid metabolism.phospholipid synthesis.phosphatidylserine decarboxylase
AT5G57290.1	GMM:29.2.1.2.2.83	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.P3
AT5G57420.1	GMM:27.3.40	RNA.regulation of transcription.AUX/IAA family
AT5G57450.1	GMM:28.1	DNA.synthesis/chromatin structure
AT5G57480.1	GMM:29.5.9	protein.degradation.AAA type
AT5G57630.1	GMM:29.4	protein.postranslational modification
AT5G57655.2	GMM:3.5.1	minor CHO metabolism.others.xylose isomerase
AT5G57870.1	GMM:29.2.3	protein.synthesis.initiation
AT5G57950.1	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
AT5G57960.1	GMM:30.5	signalling.G-proteins
AT5G58003.1	GMM:33.99	development.unspecified
AT5G58050.1	GMM:11.9.3.3	lipid metabolism.lipid degradation.lysophospholipases.glycerophosphodiester phosphodiesterase
AT5G58070.1	GMM:34.99	transport.misc
AT5G58110.1		
AT5G58130.1	GMM:27.4	RNA.RNA binding
AT5G58160.1	GMM:35.1.20	not assigned.no ontology.formin homology 2 domain-containing protein
AT5G58250.1		
AT5G58290.1	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
AT5G58310.1	GMM:26.8	"misc.nitrilases, nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"
AT5G58330.1	GMM:8.2.9	TCA / organic transformation.other organic acid transformations.cyt MDH
AT5G58390.1	GMM:26.12	misc.peroxidases
AT5G58610.1	GMM:27.3.63	RNA.regulation of transcription.PHD finger transcription factor
AT5G58900.1	GMM:27.3.26	RNA.regulation of transcription.MYB-related transcription factor family
AT5G59570.1	GMM:27.3.20	RNA.regulation of transcription.G2-like transcription factor family (GARP)
AT5G59730.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT5G59880.1	GMM:31.1	cell.organisation
AT5G59900.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT5G59950.1	GMM:27.4	RNA.RNA binding
AT5G59980.1	GMM:27.1.19	RNA.processing.ribonucleases
AT5G60030.1	GMM:35.2	not assigned.unknown
AT5G60040.1	GMM:27.2	RNA.transcription
AT5G60050.1		
AT5G60290.1		
AT5G60600.1	GMM:16.1.1.6	secondary metabolism.isoprenoids.non-mevalonate pathway.HDS
AT5G60640.1	GMM:21.1.1	redox.thioredoxin.PDIL
AT5G60790.1	GMM:29.2.2.1	protein.synthesis.ribosome biogenesis.export from nucleus
AT5G60920.1	GMM:10.2.2	cell wall.cellulose synthesis.COBRA
AT5G60960.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT5G61140.1	GMM:27.1.2	RNA.processing.RNA helicase
AT5G61380.1	GMM:27.3.66	RNA.regulation of transcription.pseudo ARR transcription factor family
AT5G61410.1	GMM:1.3.11	PS.calvin cycle.RPE
AT5G61580.1	GMM:4.2.4	glycolysis.plastid branch.phosphofructokinase (PFK)
AT5G61580.2	GMM:4.2.4	glycolysis.plastid branch.phosphofructokinase (PFK)
AT5G61780.1	GMM:27.3.73	RNA.regulation of transcription.Zn-finger(CCHC)
AT5G61790.1	GMM:30.3	signalling.calcium
AT5G61920.1	GMM:35.2	not assigned.unknown
AT5G62060.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX
AT5G62165.1	GMM:27.3.24	RNA.regulation of transcription.MADS box transcription factor family
AT5G62310.1	GMM:33.99	development.unspecified
AT5G62410.1	GMM:28.1	DNA.synthesis/chromatin structure
AT5G62690.1	GMM:31.1	cell.organisation
AT5G62790.1	GMM:16.1.1.2	secondary metabolism.isoprenoids.non-mevalonate pathway.DXR
